,id,count,date,year,month,species
19,DW,0,Apr-2022,2022,Apr,Pileated Woodpecker
0,OE,0,Apr-2022,2022,Apr,Pine Siskin
1,WD,0,Apr-2022,2022,Apr,Pine Siskin
2,SR,0,Apr-2022,2022,Apr,Pine Siskin
3,TD1,0,Apr-2022,2022,Apr,Pine Siskin
4,TD2,1,Apr-2022,2022,Apr,Pine Siskin
5,TD3,8,Apr-2022,2022,Apr,Pine Siskin
6,EF1,0,Apr-2022,2022,Apr,Pine Siskin
7,EF2,7,Apr-2022,2022,Apr,Pine Siskin
8,CC,0,Apr-2022,2022,Apr,Pine Siskin
9,CS,10,Apr-2022,2022,Apr,Pine Siskin
10,EC,0,Apr-2022,2022,Apr,Pine Siskin
11,EM,0,Apr-2022,2022,Apr,Pine Siskin
12,BP,12,Apr-2022,2022,Apr,Pine Siskin
13,NF1,0,Apr-2022,2022,Apr,Pine Siskin
14,NF2,0,Apr-2022,2022,Apr,Pine Siskin
15,SA,33,Apr-2022,2022,Apr,Pine Siskin
16,IM,0,Apr-2022,2022,Apr,Pine Siskin
17,MC1,20,Apr-2022,2022,Apr,Pine Siskin
18,MC2,0,Apr-2022,2022,Apr,Pine Siskin
19,DW,1,Apr-2022,2022,Apr,Pine Siskin
0,OE,0,Apr-2022,2022,Apr,Purple Finch
1,WD,0,Apr-2022,2022,Apr,Purple Finch
2,SR,0,Apr-2022,2022,Apr,Purple Finch
3,TD1,0,Apr-2022,2022,Apr,Purple Finch
4,TD2,1,Apr-2022,2022,Apr,Purple Finch
5,TD3,2,Apr-2022,2022,Apr,Purple Finch
6,EF1,1,Apr-2022,2022,Apr,Purple Finch
7,EF2,0,Apr-2022,2022,Apr,Purple Finch
8,CC,0,Apr-2022,2022,Apr,Purple Finch
9,CS,1,Apr-2022,2022,Apr,Purple Finch
10,EC,0,Apr-2022,2022,Apr,Purple Finch
11,EM,2,Apr-2022,2022,Apr,Purple Finch
12,BP,5,Apr-2022,2022,Apr,Purple Finch
13,NF1,0,Apr-2022,2022,Apr,Purple Finch
14,NF2,0,Apr-2022,2022,Apr,Purple Finch
15,SA,6,Apr-2022,2022,Apr,Purple Finch
16,IM,0,Apr-2022,2022,Apr,Purple Finch
17,MC1,0,Apr-2022,2022,Apr,Purple Finch
18,MC2,0,Apr-2022,2022,Apr,Purple Finch
19,DW,0,Apr-2022,2022,Apr,Purple Finch
0,OE,7,Apr-2022,2022,Apr,Red-breasted Merganser
1,WD,0,Apr-2022,2022,Apr,Red-breasted Merganser
2,SR,0,Apr-2022,2022,Apr,Red-breasted Merganser
3,TD1,0,Apr-2022,2022,Apr,Red-breasted Merganser
4,TD2,0,Apr-2022,2022,Apr,Red-breasted Merganser
5,TD3,0,Apr-2022,2022,Apr,Red-breasted Merganser
6,EF1,0,Apr-2022,2022,Apr,Red-breasted Merganser
7,EF2,0,Apr-2022,2022,Apr,Red-breasted Merganser
8,CC,0,Apr-2022,2022,Apr,Red-breasted Merganser
9,CS,0,Apr-2022,2022,Apr,Red-breasted Merganser
10,EC,0,Apr-2022,2022,Apr,Red-breasted Merganser
11,EM,0,Apr-2022,2022,Apr,Red-breasted Merganser
12,BP,0,Apr-2022,2022,Apr,Red-breasted Merganser
13,NF1,0,Apr-2022,2022,Apr,Red-breasted Merganser
14,NF2,0,Apr-2022,2022,Apr,Red-breasted Merganser
15,SA,0,Apr-2022,2022,Apr,Red-breasted Merganser
16,IM,0,Apr-2022,2022,Apr,Red-breasted Merganser
17,MC1,0,Apr-2022,2022,Apr,Red-breasted Merganser
18,MC2,0,Apr-2022,2022,Apr,Red-breasted Merganser
19,DW,0,Apr-2022,2022,Apr,Red-breasted Merganser
0,OE,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
1,WD,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
2,SR,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
3,TD1,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
4,TD2,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
5,TD3,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
6,EF1,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
7,EF2,2,Apr-2022,2022,Apr,Red-breasted Nuthatch
8,CC,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
9,CS,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
10,EC,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
11,EM,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
12,BP,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
13,NF1,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
14,NF2,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
15,SA,1,Apr-2022,2022,Apr,Red-breasted Nuthatch
16,IM,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
17,MC1,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
18,MC2,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
19,DW,0,Apr-2022,2022,Apr,Red-breasted Nuthatch
0,OE,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
1,WD,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
2,SR,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
3,TD1,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
4,TD2,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
5,TD3,1,Apr-2022,2022,Apr,Red-breasted Sapsucker
6,EF1,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
7,EF2,1,Apr-2022,2022,Apr,Red-breasted Sapsucker
8,CC,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
9,CS,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
10,EC,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
11,EM,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
12,BP,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
13,NF1,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
14,NF2,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
15,SA,1,Apr-2022,2022,Apr,Red-breasted Sapsucker
16,IM,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
17,MC1,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
18,MC2,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
19,DW,0,Apr-2022,2022,Apr,Red-breasted Sapsucker
0,OE,12,Apr-2022,2022,Apr,Red-necked Grebe
1,WD,0,Apr-2022,2022,Apr,Red-necked Grebe
2,SR,0,Apr-2022,2022,Apr,Red-necked Grebe
3,TD1,0,Apr-2022,2022,Apr,Red-necked Grebe
4,TD2,0,Apr-2022,2022,Apr,Red-necked Grebe
5,TD3,0,Apr-2022,2022,Apr,Red-necked Grebe
6,EF1,0,Apr-2022,2022,Apr,Red-necked Grebe
7,EF2,0,Apr-2022,2022,Apr,Red-necked Grebe
8,CC,0,Apr-2022,2022,Apr,Red-necked Grebe
9,CS,0,Apr-2022,2022,Apr,Red-necked Grebe
10,EC,0,Apr-2022,2022,Apr,Red-necked Grebe
11,EM,0,Apr-2022,2022,Apr,Red-necked Grebe
12,BP,0,Apr-2022,2022,Apr,Red-necked Grebe
13,NF1,0,Apr-2022,2022,Apr,Red-necked Grebe
14,NF2,0,Apr-2022,2022,Apr,Red-necked Grebe
15,SA,0,Apr-2022,2022,Apr,Red-necked Grebe
16,IM,0,Apr-2022,2022,Apr,Red-necked Grebe
17,MC1,0,Apr-2022,2022,Apr,Red-necked Grebe
18,MC2,0,Apr-2022,2022,Apr,Red-necked Grebe
19,DW,0,Apr-2022,2022,Apr,Red-necked Grebe
0,OE,0,Apr-2022,2022,Apr,Red-winged Blackbird
1,WD,4,Apr-2022,2022,Apr,Red-winged Blackbird
2,SR,0,Apr-2022,2022,Apr,Red-winged Blackbird
3,TD1,2,Apr-2022,2022,Apr,Red-winged Blackbird
4,TD2,2,Apr-2022,2022,Apr,Red-winged Blackbird
5,TD3,0,Apr-2022,2022,Apr,Red-winged Blackbird
6,EF1,19,Apr-2022,2022,Apr,Red-winged Blackbird
7,EF2,0,Apr-2022,2022,Apr,Red-winged Blackbird
8,CC,0,Apr-2022,2022,Apr,Red-winged Blackbird
9,CS,1,Apr-2022,2022,Apr,Red-winged Blackbird
10,EC,0,Apr-2022,2022,Apr,Red-winged Blackbird
11,EM,2,Apr-2022,2022,Apr,Red-winged Blackbird
12,BP,22,Apr-2022,2022,Apr,Red-winged Blackbird
13,NF1,2,Apr-2022,2022,Apr,Red-winged Blackbird
14,NF2,15,Apr-2022,2022,Apr,Red-winged Blackbird
15,SA,5,Apr-2022,2022,Apr,Red-winged Blackbird
16,IM,12,Apr-2022,2022,Apr,Red-winged Blackbird
17,MC1,16,Apr-2022,2022,Apr,Red-winged Blackbird
18,MC2,0,Apr-2022,2022,Apr,Red-winged Blackbird
19,DW,5,Apr-2022,2022,Apr,Red-winged Blackbird
0,OE,0,Apr-2022,2022,Apr,Ring-necked Duck
1,WD,0,Apr-2022,2022,Apr,Ring-necked Duck
2,SR,0,Apr-2022,2022,Apr,Ring-necked Duck
3,TD1,0,Apr-2022,2022,Apr,Ring-necked Duck
4,TD2,0,Apr-2022,2022,Apr,Ring-necked Duck
5,TD3,0,Apr-2022,2022,Apr,Ring-necked Duck
6,EF1,0,Apr-2022,2022,Apr,Ring-necked Duck
7,EF2,0,Apr-2022,2022,Apr,Ring-necked Duck
8,CC,2,Apr-2022,2022,Apr,Ring-necked Duck
9,CS,0,Apr-2022,2022,Apr,Ring-necked Duck
10,EC,0,Apr-2022,2022,Apr,Ring-necked Duck
11,EM,0,Apr-2022,2022,Apr,Ring-necked Duck
12,BP,0,Apr-2022,2022,Apr,Ring-necked Duck
13,NF1,0,Apr-2022,2022,Apr,Ring-necked Duck
14,NF2,0,Apr-2022,2022,Apr,Ring-necked Duck
15,SA,0,Apr-2022,2022,Apr,Ring-necked Duck
16,IM,4,Apr-2022,2022,Apr,Ring-necked Duck
17,MC1,0,Apr-2022,2022,Apr,Ring-necked Duck
18,MC2,0,Apr-2022,2022,Apr,Ring-necked Duck
19,DW,0,Apr-2022,2022,Apr,Ring-necked Duck
0,OE,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
1,WD,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
2,SR,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
3,TD1,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
4,TD2,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
5,TD3,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
6,EF1,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
7,EF2,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
8,CC,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
9,CS,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
10,EC,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
11,EM,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
12,BP,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
13,NF1,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
14,NF2,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
15,SA,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
16,IM,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
17,MC1,19,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
18,MC2,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
19,DW,0,Apr-2022,2022,Apr,Rock Dove (Rock Pigeon)
0,OE,0,Apr-2022,2022,Apr,Ruby-crowned Kinglet
1,WD,0,Apr-2022,2022,Apr,Ruby-crowned Kinglet
2,SR,0,Apr-2022,2022,Apr,Ruby-crowned Kinglet
3,TD1,3,Apr-2022,2022,Apr,Ruby-crowned Kinglet
4,TD2,15,Apr-2022,2022,Apr,Ruby-crowned Kinglet
5,TD3,4,Apr-2022,2022,Apr,Ruby-crowned Kinglet
6,EF1,4,Apr-2022,2022,Apr,Ruby-crowned Kinglet
7,EF2,17,Apr-2022,2022,Apr,Ruby-crowned Kinglet
8,CC,0,Apr-2022,2022,Apr,Ruby-crowned Kinglet
9,CS,11,Apr-2022,2022,Apr,Ruby-crowned Kinglet
10,EC,0,Apr-2022,2022,Apr,Ruby-crowned Kinglet
11,EM,1,Apr-2022,2022,Apr,Ruby-crowned Kinglet
12,BP,12,Apr-2022,2022,Apr,Ruby-crowned Kinglet
13,NF1,0,Apr-2022,2022,Apr,Ruby-crowned Kinglet
14,NF2,3,Apr-2022,2022,Apr,Ruby-crowned Kinglet
15,SA,50,Apr-2022,2022,Apr,Ruby-crowned Kinglet
16,IM,0,Apr-2022,2022,Apr,Ruby-crowned Kinglet
17,MC1,8,Apr-2022,2022,Apr,Ruby-crowned Kinglet
18,MC2,1,Apr-2022,2022,Apr,Ruby-crowned Kinglet
19,DW,8,Apr-2022,2022,Apr,Ruby-crowned Kinglet
0,OE,0,Apr-2022,2022,Apr,Ruffed Grouse
1,WD,0,Apr-2022,2022,Apr,Ruffed Grouse
2,SR,0,Apr-2022,2022,Apr,Ruffed Grouse
3,TD1,0,Apr-2022,2022,Apr,Ruffed Grouse
4,TD2,0,Apr-2022,2022,Apr,Ruffed Grouse
5,TD3,0,Apr-2022,2022,Apr,Ruffed Grouse
6,EF1,0,Apr-2022,2022,Apr,Ruffed Grouse
7,EF2,2,Apr-2022,2022,Apr,Ruffed Grouse
8,CC,0,Apr-2022,2022,Apr,Ruffed Grouse
9,CS,0,Apr-2022,2022,Apr,Ruffed Grouse
10,EC,0,Apr-2022,2022,Apr,Ruffed Grouse
11,EM,0,Apr-2022,2022,Apr,Ruffed Grouse
12,BP,0,Apr-2022,2022,Apr,Ruffed Grouse
13,NF1,0,Apr-2022,2022,Apr,Ruffed Grouse
14,NF2,0,Apr-2022,2022,Apr,Ruffed Grouse
15,SA,0,Apr-2022,2022,Apr,Ruffed Grouse
16,IM,0,Apr-2022,2022,Apr,Ruffed Grouse
17,MC1,0,Apr-2022,2022,Apr,Ruffed Grouse
18,MC2,0,Apr-2022,2022,Apr,Ruffed Grouse
19,DW,0,Apr-2022,2022,Apr,Ruffed Grouse
0,OE,0,Apr-2022,2022,Apr,Rufous Hummingbird
1,WD,0,Apr-2022,2022,Apr,Rufous Hummingbird
2,SR,0,Apr-2022,2022,Apr,Rufous Hummingbird
3,TD1,2,Apr-2022,2022,Apr,Rufous Hummingbird
4,TD2,3,Apr-2022,2022,Apr,Rufous Hummingbird
5,TD3,0,Apr-2022,2022,Apr,Rufous Hummingbird
6,EF1,0,Apr-2022,2022,Apr,Rufous Hummingbird
7,EF2,3,Apr-2022,2022,Apr,Rufous Hummingbird
8,CC,0,Apr-2022,2022,Apr,Rufous Hummingbird
9,CS,4,Apr-2022,2022,Apr,Rufous Hummingbird
10,EC,0,Apr-2022,2022,Apr,Rufous Hummingbird
11,EM,1,Apr-2022,2022,Apr,Rufous Hummingbird
12,BP,6,Apr-2022,2022,Apr,Rufous Hummingbird
13,NF1,0,Apr-2022,2022,Apr,Rufous Hummingbird
14,NF2,1,Apr-2022,2022,Apr,Rufous Hummingbird
15,SA,7,Apr-2022,2022,Apr,Rufous Hummingbird
16,IM,0,Apr-2022,2022,Apr,Rufous Hummingbird
17,MC1,0,Apr-2022,2022,Apr,Rufous Hummingbird
18,MC2,1,Apr-2022,2022,Apr,Rufous Hummingbird
19,DW,3,Apr-2022,2022,Apr,Rufous Hummingbird
0,OE,0,Apr-2022,2022,Apr,Savannah Sparrow
1,WD,0,Apr-2022,2022,Apr,Savannah Sparrow
2,SR,0,Apr-2022,2022,Apr,Savannah Sparrow
3,TD1,0,Apr-2022,2022,Apr,Savannah Sparrow
4,TD2,0,Apr-2022,2022,Apr,Savannah Sparrow
5,TD3,0,Apr-2022,2022,Apr,Savannah Sparrow
6,EF1,0,Apr-2022,2022,Apr,Savannah Sparrow
7,EF2,0,Apr-2022,2022,Apr,Savannah Sparrow
8,CC,0,Apr-2022,2022,Apr,Savannah Sparrow
9,CS,0,Apr-2022,2022,Apr,Savannah Sparrow
10,EC,0,Apr-2022,2022,Apr,Savannah Sparrow
11,EM,1,Apr-2022,2022,Apr,Savannah Sparrow
12,BP,0,Apr-2022,2022,Apr,Savannah Sparrow
13,NF1,0,Apr-2022,2022,Apr,Savannah Sparrow
14,NF2,0,Apr-2022,2022,Apr,Savannah Sparrow
15,SA,0,Apr-2022,2022,Apr,Savannah Sparrow
16,IM,0,Apr-2022,2022,Apr,Savannah Sparrow
17,MC1,0,Apr-2022,2022,Apr,Savannah Sparrow
18,MC2,0,Apr-2022,2022,Apr,Savannah Sparrow
19,DW,0,Apr-2022,2022,Apr,Savannah Sparrow
0,OE,0,Apr-2022,2022,Apr,Say's Phoebe
1,WD,0,Apr-2022,2022,Apr,Say's Phoebe
2,SR,0,Apr-2022,2022,Apr,Say's Phoebe
3,TD1,0,Apr-2022,2022,Apr,Say's Phoebe
4,TD2,0,Apr-2022,2022,Apr,Say's Phoebe
5,TD3,0,Apr-2022,2022,Apr,Say's Phoebe
6,EF1,1,Apr-2022,2022,Apr,Say's Phoebe
7,EF2,0,Apr-2022,2022,Apr,Say's Phoebe
8,CC,0,Apr-2022,2022,Apr,Say's Phoebe
9,CS,0,Apr-2022,2022,Apr,Say's Phoebe
10,EC,0,Apr-2022,2022,Apr,Say's Phoebe
11,EM,1,Apr-2022,2022,Apr,Say's Phoebe
12,BP,0,Apr-2022,2022,Apr,Say's Phoebe
13,NF1,0,Apr-2022,2022,Apr,Say's Phoebe
14,NF2,0,Apr-2022,2022,Apr,Say's Phoebe
15,SA,0,Apr-2022,2022,Apr,Say's Phoebe
16,IM,0,Apr-2022,2022,Apr,Say's Phoebe
17,MC1,0,Apr-2022,2022,Apr,Say's Phoebe
18,MC2,0,Apr-2022,2022,Apr,Say's Phoebe
19,DW,0,Apr-2022,2022,Apr,Say's Phoebe
0,OE,0,Apr-2022,2022,Apr,Song Sparrow
1,WD,0,Apr-2022,2022,Apr,Song Sparrow
2,SR,0,Apr-2022,2022,Apr,Song Sparrow
3,TD1,2,Apr-2022,2022,Apr,Song Sparrow
4,TD2,6,Apr-2022,2022,Apr,Song Sparrow
5,TD3,1,Apr-2022,2022,Apr,Song Sparrow
6,EF1,6,Apr-2022,2022,Apr,Song Sparrow
7,EF2,12,Apr-2022,2022,Apr,Song Sparrow
8,CC,0,Apr-2022,2022,Apr,Song Sparrow
9,CS,8,Apr-2022,2022,Apr,Song Sparrow
10,EC,0,Apr-2022,2022,Apr,Song Sparrow
11,EM,4,Apr-2022,2022,Apr,Song Sparrow
12,BP,4,Apr-2022,2022,Apr,Song Sparrow
13,NF1,1,Apr-2022,2022,Apr,Song Sparrow
14,NF2,6,Apr-2022,2022,Apr,Song Sparrow
15,SA,12,Apr-2022,2022,Apr,Song Sparrow
16,IM,0,Apr-2022,2022,Apr,Song Sparrow
17,MC1,12,Apr-2022,2022,Apr,Song Sparrow
18,MC2,2,Apr-2022,2022,Apr,Song Sparrow
19,DW,7,Apr-2022,2022,Apr,Song Sparrow
0,OE,0,Apr-2022,2022,Apr,Spotted Towhee
1,WD,0,Apr-2022,2022,Apr,Spotted Towhee
2,SR,0,Apr-2022,2022,Apr,Spotted Towhee
3,TD1,0,Apr-2022,2022,Apr,Spotted Towhee
4,TD2,1,Apr-2022,2022,Apr,Spotted Towhee
5,TD3,0,Apr-2022,2022,Apr,Spotted Towhee
6,EF1,1,Apr-2022,2022,Apr,Spotted Towhee
7,EF2,8,Apr-2022,2022,Apr,Spotted Towhee
8,CC,0,Apr-2022,2022,Apr,Spotted Towhee
9,CS,5,Apr-2022,2022,Apr,Spotted Towhee
10,EC,0,Apr-2022,2022,Apr,Spotted Towhee
11,EM,2,Apr-2022,2022,Apr,Spotted Towhee
12,BP,6,Apr-2022,2022,Apr,Spotted Towhee
13,NF1,1,Apr-2022,2022,Apr,Spotted Towhee
14,NF2,4,Apr-2022,2022,Apr,Spotted Towhee
15,SA,6,Apr-2022,2022,Apr,Spotted Towhee
16,IM,0,Apr-2022,2022,Apr,Spotted Towhee
17,MC1,8,Apr-2022,2022,Apr,Spotted Towhee
18,MC2,2,Apr-2022,2022,Apr,Spotted Towhee
19,DW,9,Apr-2022,2022,Apr,Spotted Towhee
0,OE,0,Apr-2022,2022,Apr,Steller's Jay
1,WD,0,Apr-2022,2022,Apr,Steller's Jay
2,SR,0,Apr-2022,2022,Apr,Steller's Jay
3,TD1,0,Apr-2022,2022,Apr,Steller's Jay
4,TD2,0,Apr-2022,2022,Apr,Steller's Jay
5,TD3,0,Apr-2022,2022,Apr,Steller's Jay
6,EF1,0,Apr-2022,2022,Apr,Steller's Jay
7,EF2,2,Apr-2022,2022,Apr,Steller's Jay
8,CC,0,Apr-2022,2022,Apr,Steller's Jay
9,CS,1,Apr-2022,2022,Apr,Steller's Jay
10,EC,0,Apr-2022,2022,Apr,Steller's Jay
11,EM,0,Apr-2022,2022,Apr,Steller's Jay
12,BP,4,Apr-2022,2022,Apr,Steller's Jay
13,NF1,0,Apr-2022,2022,Apr,Steller's Jay
14,NF2,1,Apr-2022,2022,Apr,Steller's Jay
15,SA,0,Apr-2022,2022,Apr,Steller's Jay
16,IM,2,Apr-2022,2022,Apr,Steller's Jay
17,MC1,0,Apr-2022,2022,Apr,Steller's Jay
18,MC2,0,Apr-2022,2022,Apr,Steller's Jay
19,DW,5,Apr-2022,2022,Apr,Steller's Jay
0,OE,0,Apr-2022,2022,Apr,Swallow sp.
1,WD,0,Apr-2022,2022,Apr,Swallow sp.
2,SR,0,Apr-2022,2022,Apr,Swallow sp.
3,TD1,0,Apr-2022,2022,Apr,Swallow sp.
4,TD2,0,Apr-2022,2022,Apr,Swallow sp.
5,TD3,0,Apr-2022,2022,Apr,Swallow sp.
6,EF1,0,Apr-2022,2022,Apr,Swallow sp.
7,EF2,0,Apr-2022,2022,Apr,Swallow sp.
8,CC,0,Apr-2022,2022,Apr,Swallow sp.
9,CS,0,Apr-2022,2022,Apr,Swallow sp.
10,EC,0,Apr-2022,2022,Apr,Swallow sp.
11,EM,0,Apr-2022,2022,Apr,Swallow sp.
12,BP,0,Apr-2022,2022,Apr,Swallow sp.
13,NF1,0,Apr-2022,2022,Apr,Swallow sp.
14,NF2,0,Apr-2022,2022,Apr,Swallow sp.
15,SA,55,Apr-2022,2022,Apr,Swallow sp.
16,IM,0,Apr-2022,2022,Apr,Swallow sp.
17,MC1,0,Apr-2022,2022,Apr,Swallow sp.
18,MC2,0,Apr-2022,2022,Apr,Swallow sp.
19,DW,0,Apr-2022,2022,Apr,Swallow sp.
0,OE,0,Apr-2022,2022,Apr,Townsend's Solitaire
1,WD,0,Apr-2022,2022,Apr,Townsend's Solitaire
2,SR,0,Apr-2022,2022,Apr,Townsend's Solitaire
3,TD1,0,Apr-2022,2022,Apr,Townsend's Solitaire
4,TD2,0,Apr-2022,2022,Apr,Townsend's Solitaire
5,TD3,0,Apr-2022,2022,Apr,Townsend's Solitaire
6,EF1,1,Apr-2022,2022,Apr,Townsend's Solitaire
7,EF2,0,Apr-2022,2022,Apr,Townsend's Solitaire
8,CC,0,Apr-2022,2022,Apr,Townsend's Solitaire
9,CS,0,Apr-2022,2022,Apr,Townsend's Solitaire
10,EC,0,Apr-2022,2022,Apr,Townsend's Solitaire
11,EM,0,Apr-2022,2022,Apr,Townsend's Solitaire
12,BP,5,Apr-2022,2022,Apr,Townsend's Solitaire
13,NF1,0,Apr-2022,2022,Apr,Townsend's Solitaire
14,NF2,1,Apr-2022,2022,Apr,Townsend's Solitaire
15,SA,0,Apr-2022,2022,Apr,Townsend's Solitaire
16,IM,0,Apr-2022,2022,Apr,Townsend's Solitaire
17,MC1,0,Apr-2022,2022,Apr,Townsend's Solitaire
18,MC2,0,Apr-2022,2022,Apr,Townsend's Solitaire
19,DW,0,Apr-2022,2022,Apr,Townsend's Solitaire
0,OE,0,Apr-2022,2022,Apr,Tree Swallow
1,WD,0,Apr-2022,2022,Apr,Tree Swallow
2,SR,0,Apr-2022,2022,Apr,Tree Swallow
3,TD1,0,Apr-2022,2022,Apr,Tree Swallow
4,TD2,0,Apr-2022,2022,Apr,Tree Swallow
5,TD3,0,Apr-2022,2022,Apr,Tree Swallow
6,EF1,3,Apr-2022,2022,Apr,Tree Swallow
7,EF2,7,Apr-2022,2022,Apr,Tree Swallow
8,CC,0,Apr-2022,2022,Apr,Tree Swallow
9,CS,0,Apr-2022,2022,Apr,Tree Swallow
10,EC,0,Apr-2022,2022,Apr,Tree Swallow
11,EM,2,Apr-2022,2022,Apr,Tree Swallow
12,BP,12,Apr-2022,2022,Apr,Tree Swallow
13,NF1,0,Apr-2022,2022,Apr,Tree Swallow
14,NF2,0,Apr-2022,2022,Apr,Tree Swallow
15,SA,0,Apr-2022,2022,Apr,Tree Swallow
16,IM,0,Apr-2022,2022,Apr,Tree Swallow
17,MC1,0,Apr-2022,2022,Apr,Tree Swallow
18,MC2,0,Apr-2022,2022,Apr,Tree Swallow
19,DW,0,Apr-2022,2022,Apr,Tree Swallow
0,OE,0,Apr-2022,2022,Apr,Varied Thrush
1,WD,0,Apr-2022,2022,Apr,Varied Thrush
2,SR,0,Apr-2022,2022,Apr,Varied Thrush
3,TD1,0,Apr-2022,2022,Apr,Varied Thrush
4,TD2,1,Apr-2022,2022,Apr,Varied Thrush
5,TD3,4,Apr-2022,2022,Apr,Varied Thrush
6,EF1,2,Apr-2022,2022,Apr,Varied Thrush
7,EF2,14,Apr-2022,2022,Apr,Varied Thrush
8,CC,0,Apr-2022,2022,Apr,Varied Thrush
9,CS,7,Apr-2022,2022,Apr,Varied Thrush
10,EC,0,Apr-2022,2022,Apr,Varied Thrush
11,EM,0,Apr-2022,2022,Apr,Varied Thrush
12,BP,3,Apr-2022,2022,Apr,Varied Thrush
13,NF1,0,Apr-2022,2022,Apr,Varied Thrush
14,NF2,2,Apr-2022,2022,Apr,Varied Thrush
15,SA,15,Apr-2022,2022,Apr,Varied Thrush
16,IM,0,Apr-2022,2022,Apr,Varied Thrush
17,MC1,7,Apr-2022,2022,Apr,Varied Thrush
18,MC2,4,Apr-2022,2022,Apr,Varied Thrush
19,DW,6,Apr-2022,2022,Apr,Varied Thrush
0,OE,0,Apr-2022,2022,Apr,Violet-green Swallow
1,WD,0,Apr-2022,2022,Apr,Violet-green Swallow
2,SR,0,Apr-2022,2022,Apr,Violet-green Swallow
3,TD1,0,Apr-2022,2022,Apr,Violet-green Swallow
4,TD2,1,Apr-2022,2022,Apr,Violet-green Swallow
5,TD3,0,Apr-2022,2022,Apr,Violet-green Swallow
6,EF1,0,Apr-2022,2022,Apr,Violet-green Swallow
7,EF2,0,Apr-2022,2022,Apr,Violet-green Swallow
8,CC,0,Apr-2022,2022,Apr,Violet-green Swallow
9,CS,0,Apr-2022,2022,Apr,Violet-green Swallow
10,EC,0,Apr-2022,2022,Apr,Violet-green Swallow
11,EM,2,Apr-2022,2022,Apr,Violet-green Swallow
12,BP,2,Apr-2022,2022,Apr,Violet-green Swallow
13,NF1,0,Apr-2022,2022,Apr,Violet-green Swallow
14,NF2,0,Apr-2022,2022,Apr,Violet-green Swallow
15,SA,0,Apr-2022,2022,Apr,Violet-green Swallow
16,IM,0,Apr-2022,2022,Apr,Violet-green Swallow
17,MC1,2,Apr-2022,2022,Apr,Violet-green Swallow
18,MC2,0,Apr-2022,2022,Apr,Violet-green Swallow
19,DW,0,Apr-2022,2022,Apr,Violet-green Swallow
0,OE,0,Apr-2022,2022,Apr,Virginia Rail
